airt,average,nite,10142017,MLRF1
airt,average,dayb,10142017,MLRF1
airt,average,midd,10142017,MLRF1
airt,average,psun,10142017,MLRF1
airt,sHigh,suns,10142017,MLRF1
airtV,average,all,10142017,MLRF1
barom,average,all,10142017,MLRF1
bleaST,average,all,10142017,MLRF1
ekmD7day,downshore,all,10142017,MLRF1
sst,average,all,10142017,MLRF1
paccum,uLow,all,10142017,MLRF1
satCA,Low,all,10142017,MLRF1
seandbc,average,all,10142017,MLRF1
seandbcD,average,all,10142017,MLRF1
seandbcM,sHigh,all,10142017,MLRF1
seandbcV,sLow,all,10142017,MLRF1
spawt,uHigh,all,10142017,MLRF1
surfb,average,all,10142017,MLRF1
surfc,average,all,10142017,MLRF1
winddr,ne-ene,even,10142017,MLRF1
winddr,ene-ese,midn,10142017,MLRF1
winddr,ne-ene,pdaw,10142017,MLRF1
winddr,ene-ese,dawn,10142017,MLRF1
winddr,ese-sse,morn,10142017,MLRF1
winddr,ese-sse,midd,10142017,MLRF1
winddr,ese-sse,psun,10142017,MLRF1
winddr,ene-ese,suns,10142017,MLRF1
windgu,sHigh,even,10142017,MLRF1
windgu,sHigh,midn,10142017,MLRF1
windgu,average,pdaw,10142017,MLRF1
windgu,average,dayl,10142017,MLRF1
windsd7,Low,all,10142017,MLRF1
windsp,average,even,10142017,MLRF1
windsp,average,midn,10142017,MLRF1
windsp,sLow,pdaw,10142017,MLRF1
windsp,average,dayl,10142017,MLRF1
windsp3day,average,all,10142017,MLRF1
